ష్ర	Ù–æ
ష్ల	ÙÏæ
ష్వ	ÙÓæ
ష్శ	ÙØæ
ష్ష	ÙÛæ
ష్స	ÙÞæ
ష్హ	Ùåæ
ష్ళ	Ùåæ
ష్క్ష	Ù<æ
ష్ఱ	Ù‚æ
స్క	ÜŒæ
స్ఖ	ÜUæ
స్గ	ÜWæ
స్ఘ	Üœæ
స్ఙ	ÜZæ
స్చ	Üeæ
స్ఛ	Üdæ
స్జ	Üjæ
స్ఝ	Ünæ
స్ఞ	Üqæ
స్ట	Üsæ
స్ఠ	Üxæ
స్డ	Üzæ
స్ఢ	Ü{æ
స్ణ	ÜŠæ
స్త	Üªæ
స్థ	Ü¦æ
స్ద	Üªæ
స్ధ	ÜÉæ
స్న	ÜÝæ
స్ప	Üµæ
స్ఫ	Ü¹æ
స్బ	Ü¾æ
స్భ	ÜÂæ
స్మ	Üšæ
స్య	ÜŸæ
స్ర	Ü–æ
స్ల	ÜÏæ
స్వ	ÜÓæ
స్శ	ÜØæ
స్ష	ÜÛæ
స్స	ÜÞæ
స్హ	Üåæ
స్ళ	Üåæ
స్క్ష	Ü<æ
స్ఱ	Ü‚æ
హ్క	˜Œæ
హ్ఖ	˜Uæ
హ్గ	˜Wæ
హ్ఘ	˜œæ
హ్ఙ	˜Zæ
హ్చ	˜eæ
హ్ఛ	˜dæ
హ్జ	˜jæ
హ్ఝ	˜næ
హ్ఞ	˜qæ
హ్ట	˜sæ
హ్ఠ	˜xæ
హ్డ	˜zæ
హ్ఢ	˜{æ
హ్ణ	˜Šæ
హ్త	˜ªæ
హ్థ	˜¦æ
హ్ద	˜ªæ
హ్ధ	˜Éæ
హ్న	˜Ýæ
హ్ప	˜µæ
హ్ఫ	˜¹æ
హ్బ	˜¾æ
హ్భ	˜Âæ
హ్మ	˜šæ
హ్య	˜Ÿæ
హ్ర	˜–æ
హ్ల	˜Ïæ
హ్వ	˜Óæ
హ్శ	˜Øæ
హ్ష	˜Ûæ
హ్స	˜Þæ
హ్హ	˜åæ
హ్ళ	˜åæ
హ్క్ష	˜<æ
హ్ఱ	˜‚æ
ళ్క	ÃŒæ
ళ్ఖ	ÃUæ
ళ్గ	ÃWæ
ళ్ఘ	Ãœæ
ళ్ఙ	ÃZæ
ళ్చ	Ãeæ
ళ్ఛ	Ãdæ
ళ్జ	Ãjæ
ళ్ఝ	Ãnæ
ళ్ఞ	Ãqæ
ళ్ట	Ãsæ
ళ్ఠ	Ãxæ
ళ్డ	Ãzæ
ళ్ఢ	Ã{æ
ళ్ణ	ÃŠæ
ళ్త	Ãªæ
ళ్థ	Ã¦æ
ళ్ద	Ãªæ
ళ్ధ	ÃÉæ
ళ్న	ÃÝæ
ళ్ప	Ãµæ
ళ్ఫ	Ã¹æ
ళ్బ	Ã¾æ
ళ్భ	ÃÂæ
ళ్మ	Ãšæ
ళ్య	ÃŸæ
ళ్ర	Ã–æ
ళ్ల	ÃÏæ
ళ్వ	ÃÓæ
ళ్శ	ÃØæ
ళ్ష	ÃÛæ
ళ్స	ÃÞæ
ళ్హ	Ãåæ
ళ్ళ	Ãåæ
ళ్క్ష	Ã<æ
ళ్ఱ	Ã‚æ
క్ష్క	„Œ
క్ష్ఖ	„U
క్ష్గ	„W
క్ష్ఘ	„œ
క్ష్ఙ	„Z
క్ష్చ	„e
క్ష్ఛ	„d
క్ష్జ	„j
క్ష్ఝ	„n
క్ష్ఞ	„q
క్ష్ట	„s
క్ష్ఠ	„x
క్ష్డ	„z
క్ష్ఢ	„{
క్ష్ణ	„Š
క్ష్త	„ª
క్ష్థ	„¦
క్ష్ద	„ª
క్ష్ధ	„É
క్ష్న	„Ý
క్ష్ప	„µ
క్ష్ఫ	„¹
క్ష్బ	„¾
క్ష్భ	„Â
క్ష్మ	„š
క్ష్య	„Ÿ
క్ష్ర	„–
క్ష్ల	„Ï
క్ష్వ	„Ó
క్ష్శ	„Ø
క్ష్ష	„Û
క్ష్స	„Þ
క్ష్హ	„å
క్ష్ళ	„å
క్ష్క్ష	„<
క్ష్ఱ	„‚
ఱ్క	‚Œ
ఱ్ఖ	‚U
ఱ్గ	‚W
ఱ్ఘ	‚œ
ఱ్ఙ	‚Z
ఱ్చ	‚e
ఱ్ఛ	‚d
ఱ్జ	‚j
ఱ్ఝ	‚n
ఱ్ఞ	‚q
ఱ్ట	‚s
ఱ్ఠ	‚x
ఱ్డ	‚z
ఱ్ఢ	‚{
ఱ్ణ	‚Š
ఱ్త	‚ª
ఱ్థ	‚¦
ఱ్ద	‚ª
ఱ్ధ	‚É
ఱ్న	‚Ý
ఱ్ప	‚µ
ఱ్ఫ	‚¹
ఱ్బ	‚¾
ఱ్భ	‚Â
ఱ్మ	‚š
ఱ్య	‚Ÿ
ఱ్ర	‚–
ఱ్ల	‚Ï
ఱ్వ	‚Ó
ఱ్శ	‚Ø
ఱ్ష	‚Û
ఱ్స	‚Þ
ఱ్హ	‚å
ఱ్ళ	‚å
ఱ్క్ష	‚<
ఱ్ఱ	‚‚
